Probability,Probability (%),Risk,Prediction,MonthlyCharges,TotalCharges
0.1140366798465139,11.40366798465139,Not Risky,No,25.9,1216.6
0.853281670880064,85.3281670880064,High Risky,Yes,79.35,79.35
0.28932180695500526,28.932180695500527,Low Risky,No,50.55,565.35
0.601709875391408,60.170987539140796,Risky,Yes,75.15,496.9
0.15707277587805732,15.707277587805732,Not Risky,No,103.8,4327.5
0.12485186908954979,12.48518690895498,Not Risky,No,20.15,973.35
0.6470400630660615,64.70400630660616,Risky,Yes,99.3,918.75
0.10694595131783649,10.694595131783649,Not Risky,No,62.15,2215.45
0.11689795953534479,11.68979595353448,Not Risky,No,20.65,1057.0
0.11093935645188446,11.093935645188447,Not Risky,No,19.95,927.1
0.10634695667630634,10.634695667630634,Not Risky,No,33.75,1009.25
0.13442798071020004,13.442798071020004,Not Risky,No,82.05,2570.2
0.7813604066152516,78.13604066152516,High Risky,Yes,74.7,74.7
0.1561213059329058,15.61213059329058,Not Risky,No,84.0,5714.25
0.15699220485918336,15.699220485918335,Not Risky,No,111.05,7107.0
0.15825228645524866,15.825228645524867,Not Risky,No,100.9,7459.05
0.45774513517950194,45.7745135179502,Low Risky,No,78.95,927.35
0.15904476514615135,15.904476514615135,Not Risky,No,66.85,4748.7
0.11539149374795275,11.539149374795276,Not Risky,No,21.05,113.85
0.12913034236734816,12.913034236734816,Not Risky,No,21.0,1107.2
0.28432052082659837,28.432052082659837,Low Risky,No,98.5,2514.5
0.19866088375966587,19.866088375966587,Not Risky,No,20.2,20.2
0.25218367071546,25.218367071545998,Low Risky,No,19.45,19.45
0.14073008404234094,14.073008404234095,Not Risky,No,95.0,3605.6
0.15937173479474553,15.937173479474554,Not Risky,No,45.55,3027.25
0.1572432687174821,15.72432687174821,Not Risky,No,110.0,7611.85
0.3693214249730575,36.93214249730575,Low Risky,No,24.3,100.2
0.15819700578341228,15.819700578341228,Not Risky,No,104.15,7303.05
0.07921858662618522,7.921858662618522,Not Risky,No,30.15,927.65
0.16188922790385663,16.18892279038566,Not Risky,No,94.35,3921.3
0.15900523032348735,15.900523032348735,Not Risky,No,19.4,1363.25
0.1637024311312753,16.37024311312753,Not Risky,No,96.75,5238.9
0.1300354611529263,13.00354611529263,Not Risky,No,57.95,3042.25
0.172235760201124,17.2235760201124,Not Risky,No,91.65,3954.1
0.20660285871241119,20.66028587124112,Not Risky,No,76.5,2868.15
0.15978889987248174,15.978889987248174,Not Risky,No,54.6,3423.5
0.689920390807815,68.9920390807815,Risky,Yes,89.85,248.4
0.09677391993869473,9.677391993869474,Not Risky,No,31.05,1126.35
0.6351792842284969,63.51792842284969,Risky,Yes,100.25,1064.65
0.08277338660660241,8.277338660660241,Not Risky,No,20.65,835.15
0.15489387783206618,15.489387783206618,Not Risky,No,85.2,2151.6
0.1597731976704585,15.97731976704585,Not Risky,No,99.8,5515.45
0.10483709403294376,10.483709403294377,Not Risky,No,20.7,112.75
0.8200127952071424,82.00127952071425,High Risky,Yes,74.4,229.55
0.253491135273126,25.3491135273126,Low Risky,No,50.7,350.35
0.13096219843834403,13.096219843834403,Not Risky,No,20.85,62.9
0.13572865896413414,13.572865896413413,Not Risky,No,88.95,3027.65
0.2508816163814932,25.08816163814932,Low Risky,No,78.05,2135.5
0.15890166743521075,15.890166743521075,Not Risky,No,23.55,1723.95
0.19774465068359973,19.774465068359973,Not Risky,No,19.75,19.75
0.1583284848762392,15.832848487623922,Not Risky,No,56.45,3985.35
0.5482092023908315,54.82092023908315,Risky,Yes,85.95,1215.65
0.11722296407463811,11.722296407463812,Not Risky,No,58.6,1502.65
0.15650525911767166,15.650525911767165,Not Risky,No,50.55,3260.1
0.7168165510807255,71.68165510807255,Risky,Yes,35.45,35.45
0.5921749035856486,59.21749035856486,Risky,Yes,44.35,81.25
0.10768489794317003,10.768489794317002,Not Risky,No,25.7,1188.2
0.1577209474377641,15.77209474377641,Not Risky,No,75.0,1778.5
0.15526432835046322,15.526432835046322,Not Risky,No,20.2,1277.75
0.1435109641302171,14.351096413021711,Not Risky,No,19.6,1170.55
0.8105501479637908,81.05501479637908,High Risky,Yes,70.45,70.45
0.1585373381575176,15.853733815751761,Not Risky,No,88.05,6425.65
0.3691700114663029,36.91700114663029,Low Risky,No,71.15,563.65
0.1607980107714414,16.07980107714414,Not Risky,No,101.05,5971.25
0.1565656199520442,15.65656199520442,Not Risky,No,84.3,5289.05
0.15844903906411006,15.844903906411007,Not Risky,No,23.95,1756.2
0.15581169982293663,15.581169982293662,Not Risky,No,99.05,6416.7
0.13127637723523294,13.127637723523295,Not Risky,No,19.6,61.35
0.6809929617732423,68.09929617732423,Risky,Yes,45.65,45.65
0.08669151507300245,8.669151507300246,Not Risky,No,64.5,1929.95
0.14406014514113422,14.406014514113421,Not Risky,No,69.5,1071.4
0.4395395302382201,43.95395302382201,Low Risky,No,68.55,564.35
0.6861244893746276,68.61244893746276,Risky,Yes,95.0,655.5
0.15770255217395313,15.770255217395313,Not Risky,No,108.15,7930.55
0.1535802501006038,15.35802501006038,Not Risky,No,86.1,5215.25
0.09919048502609776,9.919048502609776,Not Risky,No,19.7,113.5
0.3835610656180594,38.356106561805944,Low Risky,No,80.9,1152.8
0.2704594845189857,27.04594845189857,Low Risky,No,84.15,1821.95
0.030484726051028498,3.04847260510285,Not Risky,No,20.15,419.9
0.1069789347816203,10.69789347816203,Not Risky,No,64.25,1024.0
0.08383179477392542,8.383179477392542,Not Risky,No,25.7,251.6
0.1813975222008967,18.13975222008967,Not Risky,No,56.0,764.55
0.23893949985268248,23.893949985268247,Not Risky,No,82.4,1592.35
0.8073746791392143,80.73746791392144,High Risky,Yes,69.7,135.2
0.14816940597412714,14.816940597412714,Not Risky,No,73.9,3958.25
0.05161243654907371,5.161243654907371,Not Risky,No,20.6,233.9
0.15804633346113744,15.804633346113745,Not Risky,No,19.9,1363.45
0.7084020551544057,70.84020551544057,Risky,Yes,70.9,273.0
0.1589644779435493,15.896447794354929,Not Risky,No,89.05,6254.45
0.16588450678627079,16.58845067862708,Not Risky,No,45.3,2651.2
0.05508799882849501,5.508799882849501,Not Risky,No,20.4,321.4
0.1283350079274027,12.83350079274027,Not Risky,No,84.25,3539.25
0.8804917994056773,88.04917994056774,High Risky,Yes,104.4,242.8
0.15691618629462403,15.691618629462404,Not Risky,No,81.95,1181.75
0.1591617718568546,15.91617718568546,Not Risky,No,94.85,5000.2
0.052859049566665366,5.285904956666537,Not Risky,No,20.55,654.55
0.08340195706056888,8.340195706056889,Not Risky,No,24.7,780.2
0.384245172352704,38.4245172352704,Low Risky,No,74.45,1145.7
0.5142390590867488,51.42390590867488,Risky,Yes,76.45,503.6
0.45526445646669617,45.526445646669615,Low Risky,No,105.35,1559.25
0.15435301847775806,15.435301847775806,Not Risky,No,20.55,1252.0
0.5566092520018675,55.66092520018675,Risky,Yes,29.95,29.95
0.5694748265720182,56.94748265720182,Risky,Yes,45.3,45.3
0.6272104827556612,62.72104827556612,Risky,Yes,84.5,662.65
0.09590471516489522,9.590471516489522,Not Risky,No,74.75,2453.3
0.3950046629024391,39.50046629024391,Low Risky,No,79.25,1111.65
0.6771421157696131,67.71421157696132,Risky,Yes,24.8,24.8
0.1091946824735958,10.91946824735958,Not Risky,No,51.8,1023.85
0.47387008958183163,47.387008958183166,Low Risky,No,30.4,82.15
0.05988199580232852,5.988199580232853,Not Risky,No,19.65,244.8
0.12929466003521511,12.929466003521512,Not Risky,No,56.6,2379.1
0.12298951186304778,12.298951186304778,Not Risky,No,71.9,3173.35
0.7085089118456194,70.85089118456193,Risky,Yes,91.0,531.0
0.1578193425529915,15.781934255299149,Not Risky,No,19.75,1375.4
0.1582386469139367,15.823864691393668,Not Risky,No,109.7,8129.3
0.14640160211915282,14.640160211915282,Not Risky,No,19.3,1192.7
0.20192416943687222,20.19241694368722,Not Risky,No,96.55,1901.65
0.05089012271781218,5.089012271781218,Not Risky,No,24.1,587.4
0.15941257902860315,15.941257902860315,Not Risky,No,111.35,6519.75
0.15896457106684334,15.896457106684334,Not Risky,No,112.25,8041.65
0.18875891697836333,18.875891697836334,Not Risky,No,20.75,20.75
0.14717517358799329,14.717517358799329,Not Risky,No,101.9,2681.15
0.25887340061129493,25.887340061129493,Low Risky,No,80.05,1112.3
0.15717519710521557,15.717519710521557,Not Risky,No,105.55,7405.5
0.3742006462047151,37.42006462047151,Low Risky,No,78.3,1033.95
0.14647937829220856,14.647937829220856,Not Risky,No,68.85,2958.95
0.12054296840455495,12.054296840455494,Not Risky,No,79.95,2684.85
0.15899788756489955,15.899788756489954,Not Risky,No,55.45,4179.2
0.8351336115621875,83.51336115621875,High Risky,Yes,79.9,79.9
0.26624486501195366,26.624486501195367,Low Risky,No,106.6,1934.45
0.1561153809451204,15.61153809451204,Not Risky,No,102.45,6654.1
0.5814161735058927,58.14161735058927,Risky,Yes,46.0,84.5
0.6343237315252142,63.432373152521414,Risky,Yes,25.25,25.25
0.15141981554272818,15.141981554272817,Not Risky,No,19.75,1124.2
0.051235834476867075,5.123583447686707,Not Risky,No,20.0,540.05
0.2954929471450523,29.54929471450523,Low Risky,No,86.8,1975.85
0.15816078020333282,15.816078020333283,Not Risky,No,58.75,3437.45
0.1592492962447185,15.92492962447185,Not Risky,No,45.25,3139.8
0.15787504435755131,15.787504435755132,Not Risky,No,56.6,3789.2
0.1567768157645093,15.67768157645093,Not Risky,No,84.2,5324.5
0.6049722515693527,60.49722515693527,Risky,Yes,80.0,624.6
0.7470078440608496,74.70078440608496,Risky,Yes,70.15,268.35
0.15847263973399664,15.847263973399665,Not Risky,No,24.75,1836.9
0.2537883720412325,25.37883720412325,Low Risky,No,20.2,20.2
0.37105275517589636,37.10527551758964,Low Risky,No,50.05,179.35
0.06202123266345517,6.202123266345517,Not Risky,No,19.35,219.35
0.10319573240715903,10.319573240715902,Not Risky,No,50.6,1288.75
0.09022871562784578,9.022871562784578,Not Risky,No,81.15,2545.75
0.6293410137805531,62.93410137805531,Risky,Yes,55.2,55.2
0.17700167832518396,17.700167832518396,Not Risky,No,89.9,2723.15
0.1386116496478182,13.86116496478182,Not Risky,No,85.3,4107.25
0.15249480855884434,15.249480855884434,Not Risky,No,108.0,5760.65
0.14517918140732597,14.517918140732597,Not Risky,No,93.5,4747.5
0.7674606779308762,76.74606779308762,High Risky,Yes,84.6,84.6
0.15885510000706704,15.885510000706704,Not Risky,No,20.25,1566.9
0.06805797871509128,6.805797871509128,Not Risky,No,25.15,702.0
0.6075349717391532,60.753497173915314,Risky,Yes,54.4,114.1
0.1937297834712438,19.37297834712438,Not Risky,No,29.6,299.05
0.3422373003361431,34.22373003361431,Low Risky,No,73.15,1305.95
0.6128425359022528,61.284253590225276,Risky,Yes,95.0,1120.3
0.03621648390474064,3.6216483904740637,Not Risky,No,19.75,284.35
0.15881433784983068,15.881433784983068,Not Risky,No,86.6,6350.5
0.15892022483413187,15.892022483413188,Not Risky,No,109.2,7878.3
0.11308411747136624,11.308411747136624,Not Risky,No,74.7,3187.65
0.15731038503139777,15.731038503139777,Not Risky,No,94.4,6126.15
0.2643734822745049,26.437348227450492,Low Risky,No,54.8,731.3
0.67066228625649,67.066228625649,Risky,Yes,75.35,273.4
0.1286759629839223,12.86759629839223,Not Risky,No,65.0,2531.8
0.3593805709724883,35.93805709724883,Low Risky,No,74.4,1074.3
0.5295326952802085,52.953269528020854,Risky,Yes,48.55,48.55
0.1638247264524916,16.38247264524916,Not Risky,No,99.0,4298.45
0.15507253395411758,15.507253395411757,Not Risky,No,93.5,4619.55
0.7678887486335809,76.78887486335809,High Risky,Yes,70.4,147.15
0.6835859459109838,68.35859459109838,Risky,Yes,40.2,40.2
0.10314553950095051,10.314553950095052,Not Risky,No,83.7,2633.3
0.07474711997011499,7.474711997011499,Not Risky,No,19.85,193.05
0.15852104288539354,15.852104288539353,Not Risky,No,59.55,4103.9
0.15414822704480594,15.414822704480594,Not Risky,No,115.1,7008.15
0.14409609310960908,14.409609310960908,Not Risky,No,114.35,5791.1
0.5922155197219262,59.22155197219262,Risky,Yes,44.6,80.55
0.1457431793414918,14.57431793414918,Not Risky,No,45.0,1228.65
0.6805202500487196,68.05202500487196,Risky,Yes,41.15,132.2
0.6116451066475784,61.16451066475784,Risky,Yes,106.9,1364.3
0.16893771183053152,16.893771183053154,Not Risky,No,89.85,4925.35
0.0874228136376028,8.74228136376028,Not Risky,No,49.85,1520.1
0.14384869094639557,14.384869094639557,Not Risky,No,113.3,5032.25
0.15269912948151468,15.269912948151468,Not Risky,No,88.1,5526.75
0.12775953652153105,12.775953652153104,Not Risky,No,24.9,1195.25
0.21810613860140096,21.810613860140098,Not Risky,No,105.0,2007.25
0.1462782705097456,14.62782705097456,Not Risky,No,19.35,1099.6
0.15858121483580778,15.858121483580778,Not Risky,No,24.25,1732.95
0.4083730910240993,40.83730910240993,Low Risky,No,94.45,1511.2
0.14872209186611052,14.872209186611052,Not Risky,No,59.75,3450.15
0.5724305390945379,57.24305390945379,Risky,Yes,24.8,24.8
0.3233911693996207,32.33911693996207,Low Risky,No,107.05,2172.05
0.7431976603413881,74.31976603413881,Risky,Yes,70.6,70.6
0.6989980939659083,69.89980939659083,Risky,Yes,85.4,401.1
0.17569362344576223,17.569362344576223,Not Risky,No,105.05,5624.85
0.1271820635366733,12.71820635366733,Not Risky,No,64.95,1339.8
0.25959252227757984,25.959252227757982,Low Risky,No,55.0,771.95
0.40033402236646143,40.03340223664614,Low Risky,No,50.55,244.75
0.2723277988157131,27.23277988157131,Low Risky,No,55.15,322.9
0.2766194714582088,27.661947145820882,Low Risky,No,51.2,498.25
0.24723381858571866,24.723381858571866,Not Risky,No,25.4,25.4
0.1568587594109267,15.68587594109267,Not Risky,No,54.45,3687.75
0.2648007284476689,26.480072844766887,Low Risky,No,95.15,1779.95
0.20844728143384622,20.84472814338462,Not Risky,No,76.0,1783.6
0.15122997551267264,15.122997551267265,Not Risky,No,44.35,927.15
0.8023131691895156,80.23131691895156,High Risky,Yes,70.0,70.0
0.5996418407977797,59.96418407977797,Risky,Yes,74.5,606.55
0.2707241187557581,27.07241187557581,Low Risky,No,44.85,435.4
0.268068007786786,26.806800778678603,Low Risky,No,76.1,1712.7
0.07953993300712099,7.953993300712099,Not Risky,No,61.2,2021.2
0.10449193692430364,10.449193692430365,Not Risky,No,86.8,1940.8
0.7930299158554452,79.30299158554452,High Risky,Yes,89.35,567.8
0.05645536464097937,5.645536464097937,Not Risky,No,19.7,220.35
0.19876289074233822,19.87628907423382,Not Risky,No,20.25,20.25
0.1569222880985183,15.69222880985183,Not Risky,No,76.05,5436.45
0.24809844168913234,24.809844168913234,Not Risky,No,100.8,3437.5
0.16926053232382626,16.926053232382625,Not Risky,No,74.55,3015.75
0.7135707356147764,71.35707356147763,Risky,Yes,73.6,73.6
0.13475122622442545,13.475122622442544,Not Risky,No,64.9,1509.8
0.8820689934060588,88.20689934060589,High Risky,Yes,95.45,396.1
0.7427965260692126,74.27965260692126,Risky,Yes,90.4,356.65
0.1577423920747891,15.77423920747891,Not Risky,No,60.3,4109.0
0.15476889377820854,15.476889377820854,Not Risky,No,81.85,3141.7
0.13262430845440587,13.262430845440587,Not Risky,No,24.8,1229.1
0.22042228003397482,22.042228003397483,Not Risky,No,74.9,2303.35
0.09154049747377982,9.154049747377982,Not Risky,No,75.55,2054.4
0.20425297117342922,20.42529711734292,Not Risky,No,101.15,3741.85
0.1450033120658673,14.500331206586731,Not Risky,No,78.75,3682.45
0.2598736317236818,25.987363172368177,Low Risky,No,19.25,19.25
0.18905046244030851,18.905046244030853,Not Risky,No,89.05,1886.25
0.14314200057891405,14.314200057891405,Not Risky,No,115.05,4895.1
0.7434744832689719,74.3474483268972,Risky,Yes,69.35,341.6
0.7495519372137612,74.95519372137612,Risky,Yes,80.6,415.55
0.14517791166417535,14.517791166417535,Not Risky,No,110.05,5686.4
0.15871001516914607,15.871001516914607,Not Risky,No,19.9,1355.1
0.09425024856744234,9.425024856744233,Not Risky,No,80.3,3058.65
0.29291184221621985,29.291184221621986,Low Risky,No,93.15,2231.05
0.1681638837899053,16.816388378990528,Not Risky,No,91.5,3236.35
0.14711392863941994,14.711392863941994,Not Risky,No,82.45,4350.1
0.15835186702556917,15.835186702556916,Not Risky,No,60.0,4264.0
0.6786038699325354,67.86038699325354,Risky,Yes,44.8,44.8
0.17442480499919627,17.442480499919625,Not Risky,No,48.6,422.3
0.1580884608669126,15.808846086691261,Not Risky,No,60.05,4176.7
0.16344162960018824,16.344162960018824,Not Risky,No,102.7,5138.1
0.5171812274839493,51.71812274839493,Risky,Yes,82.9,880.05
0.8298732981106746,82.98732981106745,High Risky,Yes,70.35,139.05
0.15902619133393334,15.902619133393333,Not Risky,No,35.9,973.65
0.3590219989041266,35.90219989041266,Low Risky,No,82.65,1470.05
0.06337254140397305,6.337254140397305,Not Risky,No,19.85,739.35
0.0834404424097056,8.344044240970561,Not Risky,No,19.2,161.95
0.16049941827566305,16.049941827566304,Not Risky,No,94.9,4422.95
0.7033233715090987,70.33233715090988,Risky,Yes,73.85,511.25
0.778460762906045,77.8460762906045,High Risky,Yes,80.6,155.8
0.15765553250342199,15.7655532503422,Not Risky,No,75.8,5293.95
0.18743445163499226,18.743445163499224,Not Risky,No,104.6,4759.85
0.15695640760895632,15.695640760895632,Not Risky,No,88.15,6148.45
0.17298800452713786,17.298800452713785,Not Risky,No,94.8,3565.65
0.16105293157912526,16.105293157912527,Not Risky,No,103.4,6603.0
0.09310066782229894,9.310066782229894,Not Risky,No,54.65,1830.1
0.15818883846726692,15.818883846726692,Not Risky,No,85.75,6223.8
0.15695659063625644,15.695659063625644,Not Risky,No,67.45,4508.65
0.15420316366292883,15.420316366292882,Not Risky,No,20.5,1328.15
0.08573565214513443,8.573565214513442,Not Risky,No,20.25,865.0
0.8838282998856803,88.38282998856803,High Risky,Yes,72.1,72.1
0.8709303984591276,87.09303984591276,High Risky,Yes,90.4,168.2
0.1583012963924607,15.83012963924607,Not Risky,No,19.45,1303.5
0.18271557911891348,18.27155791189135,Not Risky,No,44.95,996.85
0.15595969546733532,15.595969546733532,Not Risky,No,97.0,6430.9
0.09779421145273029,9.779421145273028,Not Risky,No,62.8,2278.75
0.09724524594744846,9.724524594744846,Not Risky,No,44.6,681.4
0.7637307955976935,76.37307955976935,High Risky,Yes,89.15,574.35
0.731807038127954,73.1807038127954,Risky,Yes,84.8,371.9
0.1596145598328935,15.96145598328935,Not Risky,No,41.9,840.1
0.5329927408977401,53.29927408977401,Risky,Yes,80.25,846.0
0.22453068802865414,22.453068802865413,Not Risky,No,54.1,889.0
0.15859211288112782,15.859211288112782,Not Risky,No,105.25,6823.4
0.09262031073622959,9.262031073622959,Not Risky,No,30.75,805.1
0.16415062573665212,16.415062573665214,Not Risky,No,97.1,4016.75
0.1073275587072756,10.73275587072756,Not Risky,No,20.2,83.75
0.14935086541886358,14.935086541886358,Not Risky,No,98.8,3959.15
0.14944547297507832,14.944547297507832,Not Risky,No,50.3,2878.55
0.11601195161214944,11.601195161214944,Not Risky,No,20.55,945.7
0.2052680030510321,20.526800305103208,Not Risky,No,75.9,1373.05
0.7268792810551918,72.68792810551918,Risky,Yes,96.5,492.55
0.11228705128313048,11.228705128313047,Not Risky,No,59.95,1406.0
0.20341462646456407,20.341462646456407,Not Risky,No,19.15,19.15
0.15828354883338305,15.828354883338305,Not Risky,No,98.65,6962.85
0.158980549282484,15.898054928248401,Not Risky,No,112.6,8126.65
0.050894890437197485,5.089489043719748,Not Risky,No,20.6,690.25
0.8738942427782945,87.38942427782945,High Risky,Yes,85.65,181.5
0.0558084237447852,5.58084237447852,Not Risky,No,35.75,830.8
0.15394477839405016,15.394477839405015,Not Risky,No,99.75,5608.4
0.16766814022703763,16.766814022703763,Not Risky,No,96.1,3646.8
0.1295414627171659,12.95414627171659,Not Risky,No,85.1,3662.25
0.5424084694303845,54.24084694303845,Risky,Yes,25.35,25.35
0.25040172263903426,25.040172263903425,Low Risky,No,104.95,2566.5
0.15520484875742768,15.520484875742769,Not Risky,No,89.65,5308.7
0.2531134212657895,25.31134212657895,Low Risky,No,86.75,1410.25
0.13348410566284455,13.348410566284455,Not Risky,No,86.2,3339.05
0.532826319176485,53.2826319176485,Risky,Yes,50.65,50.65
0.15867803546872628,15.867803546872628,Not Risky,No,64.8,4732.35
0.8542351089479818,85.42351089479818,High Risky,Yes,90.85,90.85
0.1707118905946058,17.07118905946058,Not Risky,No,108.1,5067.45
0.06705706750581393,6.705706750581393,Not Risky,No,19.95,214.75
0.16990066692600767,16.990066692600767,Not Risky,No,85.45,4874.7
0.1252912479130106,12.529124791301061,Not Risky,No,54.75,2348.45
0.173002432620551,17.3002432620551,Not Risky,No,90.4,4063.0
0.6182697545845997,61.82697545845996,Risky,Yes,44.0,44.0
0.2583888093736648,25.838880937366483,Low Risky,No,95.6,2595.25
0.15901007542019685,15.901007542019684,Not Risky,No,84.8,2309.55
0.6785346575869814,67.85346575869814,Risky,Yes,44.3,89.3
0.03813147673085931,3.813147673085931,Not Risky,No,19.9,367.55
0.21761016768818353,21.761016768818354,Not Risky,No,95.05,3944.5
0.15610857210709891,15.610857210709892,Not Risky,No,90.05,5965.95
0.18736840061263607,18.736840061263607,Not Risky,No,109.9,3694.7
0.14576801266078548,14.576801266078549,Not Risky,No,73.95,2524.45
0.1529448190932875,15.29448190932875,Not Risky,No,54.6,1803.7
0.03191642859473125,3.1916428594731245,Not Risky,No,20.05,415.1
0.05265542828377905,5.265542828377905,Not Risky,No,19.75,624.15
0.05713601439126316,5.713601439126316,Not Risky,No,20.05,237.7
0.15694210545962295,15.694210545962296,Not Risky,No,99.45,7007.6
0.15704765253322855,15.704765253322856,Not Risky,No,55.9,3848.8
0.037900156502367305,3.7900156502367306,Not Risky,No,19.7,419.4
0.15901013109430265,15.901013109430265,Not Risky,No,19.8,1468.75
0.15377562379806006,15.377562379806006,Not Risky,No,95.4,5812.0
0.18448065286610577,18.448065286610575,Not Risky,No,93.95,2861.45
0.2375020632865697,23.75020632865697,Not Risky,No,19.9,19.9
0.22911470335266315,22.911470335266316,Not Risky,No,19.6,19.6
0.828836704332585,82.8836704332585,High Risky,Yes,81.35,233.7
0.12180490197863605,12.180490197863605,Not Risky,No,24.45,1066.15
0.22122983441133623,22.122983441133623,Not Risky,No,74.95,2149.05
0.16104538339004254,16.104538339004254,Not Risky,No,87.35,4473.0
